C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S0_proc_SuporteTecnicoDS_Estruturado.json - _0_0_0_0_2_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S136_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S137_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S138_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S139_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S140_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S141_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S142_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S143_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S144_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S145_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S146_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S147_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S148_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S149_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S150_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S151_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S152_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S153_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S154_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S155_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S156_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S157_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S158_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S159_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S160_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S161_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S162_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S163_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S164_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S165_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S166_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S167_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S168_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S169_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S170_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S171_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S172_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S173_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S174_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S175_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S176_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S177_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S178_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S179_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S180_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S181_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S182_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S183_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S184_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S185_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S186_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S187_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S188_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S189_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S190_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S191_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S192_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S193_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S194_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S195_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S196_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S197_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S198_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S199_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S200_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S201_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S202_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S203_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S204_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S205_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S206_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S207_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S208_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S209_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S210_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S211_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S212_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S213_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S214_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S215_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S216_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S217_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S218_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S219_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S220_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S221_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S222_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S223_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S224_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S225_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S226_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S227_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S228_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S229_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S230_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S231_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S232_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S233_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S234_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S235_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S236_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S237_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S238_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S239_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S240_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S241_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S242_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S243_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S244_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S245_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S246_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S247_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S248_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S249_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S250_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S251_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S252_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S253_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S254_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S255_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S256_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S257_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S258_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S259_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
